doculect	concept	ipa	asjp	cogid	Gold
Papar	new	bagu			1
Timugon Murut	new	bagu			1
Tidung Sumbol	new	baguʔ			1
Kendayan 2	night	maam	maam	1	
Keninjal	night	malam	malam	1	
Seberuang	night	malam	malam	1	
Upper Kapuas Iban	night	malam	malam	1	
Mualang	night	malam	malam	1	
Benyadu	night	ŋarúm	Narum	1	
Bekati	night	ŋaɣum	Naxum	1	
Jangkang	night	noɣupm	noxupm	1	
Pangkodan Sanggau	night	ŋɔɣum	Noxum	1	
Kadorih	night	ŋãr̃õmĩʔ	Naromi7	1	
Ngaju	night	hamalem	hamalem	1	
Kapuas	night	hamalem	hamalem	1	
Bakumpai	night	hamalem	hamalem	1	
Maanyan	night	kamalem	kamalem	1	
Dusun	night	maleᵇm	malem	1	
Tawoyan	night	maləᵇm	mal3m	1	
Paser	night	malom	malom	1	
Benuaq	night	malaᵖm	malam	1	
Tunjung	night	kələᵖm	k3l3m	1	2
Basap (Lebo)	night	maləm	mal3m	1	
Baram Kayan	night	maləm	mal3m	1	
Apo Kayan Kayan	night	maləm	mal3m	1	
Busang	night	malam	malam	1	
Bahau Saq	night	malam	malam	1	
Gaai	night	madəwm	mad3wm	1	4
Kelai	night	midam	midam	1	4
Dalat Melanau	night	maləm	mal3m	1	
Kanowit	night	maləm	mal3m	1	
Sekapan	night	maɮəm	maL3m	1	
Kejaman	night	maɮəm	maL3m	1	
Lahanan	night	maɮəm	maL3m	1	
Punan Tuvu'	night	malom	malom	1	
Punan Bah	night	malom	malom	1	
Punan Lisum	night	maɭəm	maL3m	1	
Punan Aput	night	malom	malom	1	
Ukit	night	maləm	mal3m	1	
Buket	night	malɨm	mal3m	1	
Hovongan	night	maam	maam	1	
Kereho	night	maam	maam	1	
Seputan	night	maam	maam	1	
Aoheng	night	maam	maam	1	
Sebop (old)	night	dərəm	d3r3m	1	5
Penan Mubui	night	mərəm	m3r3m	1	
Penan Jekitan	night	mərəm	m3r3m	1	
Penan Beku	night	mərəm	m3r3m	1	
Vo	night	aləm	al3m	1	
Pawe	night	mərəm	m3r3m	1	
Gah	night	aləm	al3m	1	
Lun-Dayeh	night	maləm	mal3m	1	
Kelabit	night	maləm	mal3m	1	
Miri	night	leːm	lem	1	
Narum	night	leə̯m	le3m	1	
Kiput	night	ləm	l3m	1	
Bulungan	night	malom	malom	1	
Ketapang	night	potaŋ	potaN	2	6
Long Gelat	night	ñəhaːp	n3hap	3	7
Modang woeg helag	night	təɲəhaːp	t353hap	3	7
Sawa	night	ŋaw	Naw	4	8
Tau	night	ŋau	Nau	4	8
Badeng	night	ŋau	Nau	4	8
Berawan (jeegan)	night	dicəm	diT3m	5	9
Berawan (Terawan)	night	dicum	diTum	5	9
Idaan	night	gabpi	gabpi	6	10
Seguliud	night	gabpi	gabpi	6	10
Begak	night	gabpi	gabpi	6	10
Bonggi	night	robi	robi	6	10
Hliboi Bidayuh	night	gau̩aʔ	gaua7	7	11
Sungkung	night	siŋalɪə̯pm	siNali3pm	8	1
Golik	night	bəŋaʀəʔ	b3Nar37	9	11
Ribun	night	ŋohitn	Nohitn	10	1
Mpraa	night	ŋuntiə̯m	Nunti3m	11	12
Bahau Saq	night	toːp	top	12	13
Burusu	night	rondom	rondom	13	5
Rungus	night	sodop			14
Kadazan Kimanis	night	sodop			14
Dumpas	night	sodop			14
Lingkabau	night	aawi			10
Tatana	night	morondom			5
Papar	night	dondom			5
Timugon Murut	night	rondom			5
Tidung Sumbol	night	kuoyon			15
Kendayan 2	nine	səmbilan	s3mbilan	1	
Ketapang	nine	səmbilan	s3mbilan	1	
Keninjal	nine	səmilan utiʔ	s3milanuti7	1	
Seberuang	nine	səmbilán	s3mbilan	1	
Upper Kapuas Iban	nine	səmilan itɛʔ	s3milanitE7	1	
Mualang	nine	səmbilan uteʔ	s3mbilanute7	1	
Kadorih	nine	ʤaɾatien	jaratien	1	2
Tunjung	nine	sətiəᵗn	s3ti3n	1	2
Mpraa	nine	ʤəʔtĩə̯̃	j37ti3	1	3
Long Gelat	nine	səptüɪ̯n	s3ptin	1	3
Modang woeg helag	nine	səptin	s3ptin	1	3
Gaai	nine	ʤaptin	japtin	1	3
Kelai	nine	ʤəptin	j3ptin	1	3
Burusu	nine	səmbilan	s3mbilan	1	
Benyadu	nine	péré	pere	2	4
Bekati	nine	pɛɣé	pExe	2	4
Hliboi Bidayuh	nine	piʔí	pi7i	2	4
Sungkung	nine	piʔiː	pi7i	2	4
Golik	nine	puʀi	puri	2	4
Jangkang	nine	piɣis	pixis	2	4
Ribun	nine	pihiː	pihi	2	4
Pangkodan Sanggau	nine	pɛɣeyh	pExeih	2	4
Pangkodan Sanggau	nine	pɛɣɪʸh	pExih	2	4
Basap (Lebo)	nine	peʔɛn	pe7En	2	5
Ngorek	nine	pitan	pitan	2	3
Baram Kayan	nine	pitan	pitan	2	3
Apo Kayan Kayan	nine	pitan	pitan	2	3
Busang	nine	pitan	pitan	2	3
Bahau Saq	nine	pitaːn	pitan	2	3
Sebop (old)	nine	piʔah	pi7ah	2	6
Penan Mubui	nine	piʔən	pi73n	2	6
Penan Jekitan	nine	pian	pian	2	6
Penan Beku	nine	piən	pi3n	2	6
Vo	nine	piʔən	pi73n	2	6
Pawe	nine	piʔən	pi73n	2	6
Gah	nine	piʔən	pi73n	2	6
Laang	nine	piʔən	pi73n	2	6
Sawa	nine	piʔən	pi73n	2	6
Tau	nine	piʔən	pi73n	2	6
Badeng	nine	peʔən	pe73n	2	6
Narum	nine	paɪʔ	pai7	2	7
Kiput	nine	paiʔ	pai7	2	7
Maanyan	nine	suey	suei	3	8
Dusun	nine	suwey	suwei	3	8
Tawoyan	nine	sie	sie	3	8
Paser	nine	sie	sie	3	8
Benuaq	nine	sie	sie	3	8
Miri	nine	supeʔ	supe7	3	7
Miri	nine	supayʔ	supai7	3	7
SBisaya	nine	siam	siam	3	9
BrDusun	nine	siam	siam	3	9
LBisaya	nine	siam	siam	3	9
Lotud	nine	siam	siam	3	9
Idaan	nine	siway	siwai	3	8
Seguliud	nine	siway	siwai	3	8
Begak	nine	siway	siwai	3	8
Bonggi	nine	siabm	siabm	3	9
Bulungan	nine	siam	siam	3	9
Kapuas	nine	təʤələtien	t3j3l3tien	4	2
Bakumpai	nine	ʤələtien	j3l3tien	4	2
Dalat Melanau	nine	ulan	ulan	4	10
Kanowit	nine	ulan	ulan	4	10
Sekapan	nine	ʤuɮan	juLan	4	10
Kejaman	nine	ʤuɮan	juLan	4	10
Lahanan	nine	ʤuɮan	juLan	4	10
Punan Tuvu'	nine	ʤulan	julan	4	10
Punan Bah	nine	ʤulan	julan	4	10
Punan Lisum	nine	kənulan	k3nulan	4	10
Punan Aput	nine	ʤulan	julan	4	10
Ukit	nine	ulan	ulan	4	10
Buket	nine	kənulan	k3nulan	4	10
Berawan (jeegan)	nine	ʤələp	j3l3p	4	11
Berawan (Terawan)	nine	gələpe	g3l3pe	4	11
Ngaju	nine	tien	tien	5	2
Hovongan	nine	tiʔan	ti7an	5	12
Kereho	nine	tiʔan	ti7an	5	12
Seputan	nine	tiʔan	ti7an	5	12
Aoheng	nine	tiʔan	ti7an	5	12
Lun-Dayeh	nine	ewaʔ	ewa7	6	13
Kelabit	nine	iwaʔ	iwa7	6	13
Rungus	nine	sizam			9
Kadazan Kimanis	nine	sijam			9
Dumpas	nine	siwoy			8
Lingkabau	nine	siwəy			8
Lobu Lanas	nine	siam			9
Tatana	nine	siam			9
Papar	nine	siam			9
Timugon Murut	nine	siam			9
Tidung Sumbol	nine	siam			9
Kendayan 2	ocean	laut	laut	1	
Ketapang	ocean	lowot	lowot	1	
Keninjal	ocean	laut	laut	1	
Seberuang	ocean	lawət	law3t	1	
Mualang	ocean	lawət	law3t	1	
Benyadu	ocean	laut	laut	1	
Bekati	ocean	laut	laut	1	
Hliboi Bidayuh	ocean	laut	laut	1	
Sungkung	ocean	laut	laut	1	
Golik	ocean	laut	laut	1	
Jangkang	ocean	laot	laot	1	
Ribun	ocean	laot	laot	1	
Pangkodan Sanggau	ocean	laot	laot	1	
Kadorih	ocean	laut	laut	1	
Kapuas	ocean	laut	laut	1	
Bakumpai	ocean	laut	laut	1	
Tunjung	ocean	lauᵗn	laun	1	
Mpraa	ocean	laut	laut	1	
Apo Kayan Kayan	ocean	laut	laut	1	
Busang	ocean	laut	laut	1	
Modang woeg helag	ocean	lewoə̯t	lewo3t	1	
Gaai	ocean	lawət	law3t	1	
Dalat Melanau	ocean	daat	daat	1	2
Buket	ocean	laut	laut	1	
Hovongan	ocean	laut	laut	1	
Kereho	ocean	laut	laut	1	
Seputan	ocean	laut	laut	1	
Miri	ocean	laut	laut	1	
Narum	ocean	laut	laut	1	
SBisaya	ocean	salaud	salaud	1	
BrDusun	ocean	laut	laut	1	
LBisaya	ocean	laut	laut	1	
Lotud	ocean	rahat	rahat	1	2
Burusu	ocean	laut	laut	1	
Seguliud	ocean	sarog	sarog	1	3
Bonggi	ocean	loud	loud	1	
Bulungan	ocean	laut	laut	1	
Upper Kapuas Iban	ocean	taseə̯ʔ	tase37	2	4
Ngaju	ocean	tasik	tasik	2	4
Maanyan	ocean	tahik	tahik	2	4
Dusun	ocean	tahik	tahik	2	4
Tawoyan	ocean	tasik	tasik	2	4
Paser	ocean	tasik	tasik	2	4
Benuaq	ocean	tasɪk	tasik	2	4
Tunjung	ocean	tasik	tasik	2	4
Idaan	ocean	tawi	tawi	2	5
Begak	ocean	təbpi	t3bpi	2	5
Ngorek	ocean	baŋət	baN3t	3	6
Baram Kayan	ocean	baŋət	baN3t	3	6
Sekapan	ocean	baŋət	baN3t	3	6
Kejaman	ocean	baŋət	baN3t	3	6
Lahanan	ocean	baŋət	baN3t	3	6
Sebop (old)	ocean	baŋət	baN3t	3	6
Vo	ocean	baŋət	baN3t	3	6
Pawe	ocean	baŋət	baN3t	3	6
Gah	ocean	baŋət	baN3t	3	6
Laang	ocean	baŋət	baN3t	3	6
Sawa	ocean	baŋət	baN3t	3	6
Tau	ocean	baŋət	baN3t	3	6
Badeng	ocean	baŋət	baN3t	3	6
Berawan (jeegan)	ocean	baŋət	baN3t	3	6
Bulungan	ocean	bəŋəri	b3N3ri	3	7
Punan Bah	ocean	kala	kala	4	8
Ukit	ocean	kala	kala	4	8
Upper Kapuas Iban	ocean	iə̯ʔ	i37	5	9
Kanowit	ocean	sabəŋ	sab3N	6	10
Berawan (Terawan)	ocean	diliʔ	dili7	7	11
Idaan	ocean	pasang	pasang	8	12
Seguliud	ocean	gku	gku	9	13
Rungus	ocean	rahat			2
Kadazan Kimanis	ocean	dahat			2
Dumpas	ocean	laut 			1
Lingkabau	ocean	laut 			1
Lobu Lanas	ocean	raat			2
Tatana	ocean	daat			2
Papar	ocean	sa£aʔud			1
Timugon Murut	ocean	raat			2
Tidung Sumbol	ocean	tingkayuʔ			14
Seberuang	one	satu	satu	1	
Burusu	one	satu	satu	1	
Idaan	one	satu	satu	1	
Seguliud	one	satu	satu	1	
Hliboi Bidayuh	one	kaʔah	ka7ah	2	
Sungkung	one	kaʔah	ka7ah	2	
Kendayan 2	one	asaʔ	asa7	3	4
Ketapang	one	sa	sa	3	4
Ketapang	one	sutɛk	sutEk	3	5
Keninjal	one	sutiʔ	suti7	3	5
Upper Kapuas Iban	one	sitɛʔ	sitE7	3	5
Mualang	one	suteʔ	sute7	3	5
Benyadu	one	asaʔ	asa7	3	4
Bekati	one	asa	asa	3	4
Golik	one	niʔ	ni7	3	6
Pangkodan Sanggau	one	kitɛʔ	kitE7	3	7
Kadorih	one	icoʔ	iTo7	3	4
Ngaju	one	iʤeʔ	ije7	3	4
Kapuas	one	iʤeʔ	ije7	3	4
Bakumpai	one	iʤeʔ	ije7	3	4
Maanyan	one	isaʔ	isa7	3	4
Dusun	one	isaʔ	isa7	3	4
Ngorek	one	nʤi	nji	3	8
Mpraa	one	ncɛy	nTEi	3	8
Baram Kayan	one	ʤiʔ	ji7	3	8
Apo Kayan Kayan	one	ʤiːʔ	ji7	3	8
Busang	one	ʤiʔ	ji7	3	8
Bahau Saq	one	ʤiːʔ	ji7	3	8
Long Gelat	one	suh	suh	3	9
Modang woeg helag	one	siəh	si3h	3	9
Gaai	one	cih	Tih	3	9
Kelai	one	cih	Tih	3	9
Dalat Melanau	one	ʤataʔ	jata7	3	10
Kanowit	one	ʤah	jah	3	10
Sekapan	one	ʤa	ja	3	10
Kejaman	one	ʤah	jah	3	10
Lahanan	one	ʤah	jah	3	10
Punan Tuvu'	one	ʤiʔ	ji7	3	11
Punan Bah	one	ʤiʔ	ji7	3	11
Punan Aput	one	ʤiʔ	ji7	3	11
Ukit	one	ʤə	j3	3	10
Buket	one	ʤɨ	j3	3	10
Hovongan	one	ciʔ	Ti7	3	11
Kereho	one	ciʔ	Ti7	3	11
Aoheng	one	ciʔ	Ti7	3	11
Sebop (old)	one	ʤah	jah	3	10
Penan Mubui	one	ʤah	jah	3	10
Penan Jekitan	one	ʤah	jah	3	10
Penan Beku	one	ʤah	jah	3	10
Vo	one	ʄo	Co	3	10
Pawe	one	se	se	3	10
Gah	one	ʤa	ja	3	10
Laang	one	ʤa	ja	3	10
Sawa	one	ʤa	ja	3	10
Sawa	one	ca	Ta	3	10
Tau	one	ca	Ta	3	10
Badeng	one	ca	Ta	3	10
Lun-Dayeh	one	səh	s3h	3	10
Kelabit	one	ədtəh	3dt3h	3	10
Miri	one	seh	seh	3	10
Narum	one	cɛh	TEh	3	10
Kiput	one	sih	sih	3	10
Berawan (jeegan)	one	ce	Te	3	10
Berawan (jeegan)	one	cəy	T3i	3	10
Berawan (Terawan)	one	acih	aTih	3	10
SBisaya	one	miso	miso	3	4
BrDusun	one	saʔ	sa7	3	4
LBisaya	one	isaʔ	isa7	3	4
Lotud	one	isoʔ	iso7	3	4
Begak	one	ssaʔ	ssa7	3	4
Bonggi	one	isaʔ	isa7	3	4
Bulungan	one	sa	sa	3	4
Tawoyan	one	eray	erai	4	11
Paser	one	eray	erai	4	11
Benuaq	one	eray	erai	4	11
Jangkang	one	ñaiʔ	nai7	5	6
Basap (Lebo)	one	ña	na	5	12
Punan Lisum	one	itup	itup	6	15
Kereho	one	itop	itop	6	15
Seputan	one	itup	itup	6	15
SBisaya	one	saŋinan	saNinan	7	16
BrDusun	one	saŋinan	saNinan	7	16
LBisaya	one	sinan	sinan	7	16
LBisaya	one	saŋinan	saNinan	7	16
Ribun	one	golɛʔ	golE7	8	17
Tunjung	one	bueh	bueh	9	18
Rungus	one	isoʔ			4
Kadazan Kimanis	one	isoʔ			4
Dumpas	one	isoʔ			4
Lingkabau	one	idə			19
Lobu Lanas	one	idə			19
Tatana	one	misoʔ			4
Papar	one	dondoʔ			20
Timugon Murut	one	rondoʔ			20
Tidung Sumbol	one	sainan			21
Ketapang	otter	riŋen	riNen	1	
Upper Kapuas Iban	otter	riŋin	riNin	1	
Sungkung	otter	dɨŋɨn	d3N3n	1	
Kadorih	otter	doŋon	doNon	1	
Ngaju	otter	deŋen	deNen	1	
Maanyan	otter	deŋen	deNen	1	
Dusun	otter	doŋon	doNon	1	
Tawoyan	otter	doŋən	doN3n	1	
Paser	otter	doŋon	doNon	1	
Benuaq	otter	doŋan	doNan	1	
Tunjung	otter	doŋan	doNan	1	
Basap (Lebo)	otter	dəŋən	d3N3n	1	
Mpraa	otter	ŋːaːn	Nan	1	
Apo Kayan Kayan	otter	dəŋən	d3N3n	1	
Busang	otter	dəŋan	d3Nan	1	
Long Gelat	otter	dəŋan	d3Nan	1	
Modang woeg helag	otter	ləŋan	l3Nan	1	
Gaai	otter	alŋan	alNan	1	
Kelai	otter	l̩ŋan	lNan	1	
Dalat Melanau	otter	ʤeŋeoː	jeNeo	1	
Kanowit	otter	dəŋən	d3N3n	1	
Sekapan	otter	dəŋən	d3N3n	1	
Kejaman	otter	dəŋən	d3N3n	1	
Lahanan	otter	dəŋən	d3N3n	1	
Punan Tuvu'	otter	dəŋon	d3Non	1	
Punan Bah	otter	deŋon	deNon	1	
Punan Aput	otter	laŋon	laNon	1	
Ukit	otter	daŋən	daN3n	1	
Buket	otter	daŋən	daN3n	1	
Hovongan	otter	doŋon	doNon	1	
Kereho	otter	doŋon	doNon	1	
Seputan	otter	doŋon	doNon	1	
Aoheng	otter	doŋon	doNon	1	
Sebop (old)	otter	dəŋən	d3N3n	1	
Penan Mubui	otter	dəŋən	d3N3n	1	
Penan Jekitan	otter	dəŋən	d3N3n	1	
Penan Beku	otter	dəŋən	d3N3n	1	
Vo	otter	ləŋən	l3N3n	1	
Badeng	otter	dəŋən	d3N3n	1	
Lun-Dayeh	otter	dəŋən	d3N3n	1	
Golik	otter	bəʀakˀŋ	b3rakN	2	
Ribun	otter	bəraŋbəraŋ	b3raNb3raN	2	
Kapuas	otter	barambaram	barambaram	2	
Bakumpai	otter	baraŋbaraŋ	baraNbaraN	2	
Punan Lisum	otter	iɭik	iLik	3	
Kendayan 2	otter	tikus aiʔ	tikusai7	4	
Mualang	otter	pagap	pagap	5	
Hliboi Bidayuh	otter	biːə̯pm	bi3pm	6	
Ribun	otter	pənoncoŋ piə̯kŋ	p3nonToNpi3kN	7	
Pangkodan Sanggau	otter	boñuʔ	bonu7	8	
Burusu	otter	tiluŋ	tiluN	9	
Kendayan 2	paddle	dayuŋ	daiuN	1	
Seberuang	paddle	dayoə̯ŋ	daio3N	1	
Mualang	paddle	dayoŋ	daioN	1	
Bekati	paddle	dayoŋ	daioN	1	
Idaan	paddle	dayuŋ	daiuN	1	
Ketapang	paddle	pəŋa͂yo͂h	p3Naioh	2	
Keninjal	paddle	ŋayoh	Naioh	2	
Upper Kapuas Iban	paddle	səŋayoə̯h	s3Naio3h	2	
Sungkung	paddle	pikau̩ˣk	pikauk	2	
Golik	paddle	pəŋayuh	p3Naiuh	2	
Jangkang	paddle	poŋayoh	poNaioh	2	
Ribun	paddle	pəŋayuh	p3Naiuh	2	
Pangkodan Sanggau	paddle	pəŋayoh	p3Naioh	2	
Bahau Saq	paddle	kayoh	kaioh	2	
Bahau Saq	paddle	pəŋayoh	p3Naioh	2	
BrDusun	paddle	paŋayuʔ	paNaiu7	2	
LBisaya	paddle	paŋayuʔ	paNaiu7	2	
Hliboi Bidayuh	paddle	nsey	nsei	3	
Kadorih	paddle	besʸew	besew	3	
Ngaju	paddle	besey	besei	3	
Kapuas	paddle	bese	bese	3	
Bakumpai	paddle	beseː	bese	3	
Maanyan	paddle	wehey	wehei	3	
Dusun	paddle	wehey	wehei	3	
Tawoyan	paddle	bətañuʔ	b3tanu7	3	4
Benuaq	paddle	bərsiʔ	b3rsi7	3	
Tunjung	paddle	bərsiʔ	b3rsi7	3	
Tunjung	paddle	mersiʔ	mersi7	3	
Ngorek	paddle	bahe	bahe	3	
Mpraa	paddle	mahaːe̯	mahae	3	
Apo Kayan Kayan	paddle	bəsay	b3sai	3	
Busang	paddle	bəse	b3se	3	
Long Gelat	paddle	pəsɛy	p3sEi	3	
Modang woeg helag	paddle	pəseː	p3se	3	
Gaai	paddle	psay	psai	3	
Kelai	paddle	psae̯	psae	3	
Kelai	paddle	msae̯	msae	3	
Punan Bah	paddle	besay	besai	3	
Buket	paddle	bosi	bosi	3	
Seputan	paddle	bosi	bosi	3	
Aoheng	paddle	bosi	bosi	3	
Sebop (old)	paddle	bəcay	b3Tai	3	
Vo	paddle	bəsay	b3sai	3	
Laang	paddle	bəsay	b3sai	3	
Sawa	paddle	bəsay	b3sai	3	
Tau	paddle	bəsay	b3sai	3	
Badeng	paddle	bəsay	b3sai	3	
Miri	paddle	fədeh	f3deh	3	
Berawan (Terawan)	paddle	pacih	paTih	3	
SBisaya	paddle	borosi	borosi	3	
Bonggi	paddle	bərosi	b3rosi	3	
Bulungan	paddle	bəsay	b3sai	3	
Dalat Melanau	paddle	pəlaː	p3la	4	5
Kanowit	paddle	pəla	p3la	4	5
Kanowit	paddle	bəpəla	b3p3la	4	5
Kanowit	paddle	məla	m3la	4	5
Sekapan	paddle	pəɮa	p3La	4	5
Kejaman	paddle	pəɮah	p3Lah	4	5
Lahanan	paddle	məɮah	m3Lah	4	5
Punan Lisum	paddle	moɭo	moLo	4	5
Punan Aput	paddle	polo	polo	4	5
Punan Aput	paddle	molo	molo	4	5
Ukit	paddle	polo	polo	4	5
Hovongan	paddle	polo	polo	4	5
Kereho	paddle	polo	polo	4	5
Narum	paddle	pəlah	p3lah	4	5
Kiput	paddle	paləh	pal3h	4	5
Punan Tuvu'	paddle	kəbay	k3bai	5	6
Lun-Dayeh	paddle	gabil	gabil	5	7
Burusu	paddle	kakabir	kakabir	5	7
Seguliud	paddle	gaud	gaud	5	8
Begak	paddle	gaud	gaud	5	8
Lotud	paddle	gaʔud bobosiʔ	ga7udbobosi7	6	8
Rungus	paddle	gagaʔuʔ			9
Kadazan Kimanis	paddle	bobosi			3
Dumpas	paddle	gagau			9
Lingkabau	paddle	gəgəw			9
Lobu Lanas	paddle	gaʔu			9
Tatana	paddle	basi			3
Papar	paddle	barasi			3
Timugon Murut	paddle	kakavil			7
Tidung Sumbol	paddle	busay			3
Kendayan 2	palm	tapak	tapak	1	
Ketapang	palm	tampo taŋan	tampotaNan	1	
Keninjal	palm	lapak	lapak	1	
Upper Kapuas Iban	palm	tapaʔ	tapa7	1	
Hliboi Bidayuh	palm	hlipaʔ	hlipa7	1	
Sungkung	palm	tapaʔ taŋan	tapa7taNan	1	
Kanowit	palm	təbəlaʔ	t3b3la7	1	2
Punan Bah	palm	tobap loŋo	tobaploNo	1	
Hovongan	palm	tapa loŋon	tapaloNon	1	
Seputan	palm	tapa kucuʔ	tapakuTu7	1	
Aoheng	palm	taa kucu	taakuTu	1	
Bulungan	palm	tapaʔ tanga	tapa7tanga	1	
Bulungan	palm	tapeʔ tanga	tape7tanga	1	
Mualang	palm	təlapak taŋán	t3lapaktaNan	2	1
Golik	palm	təlapak	t3lapak	2	1
Pangkodan Sanggau	palm	təlapaʔ toŋan	t3lapa7toNan	2	1
Bakumpai	palm	təlapak leŋeʔ	t3lapakleNe7	2	1
Kereho	palm	təlapaʔ loŋon	t3lapa7loNon	2	1
Bekati	palm	paɣapa̰ːʔ	paxapa7	3	1
Maanyan	palm	palat	palat	3	2
Dusun	palm	palat	palat	3	2
Tawoyan	palm	palar	palar	3	2
Paser	palm	palar	palar	3	2
Benuaq	palm	palaːr	palar	3	2
Tunjung	palm	palar	palar	3	2
Basap (Lebo)	palm	palan	palan	3	2
Ngorek	palm	palan	palan	3	2
Long Gelat	palm	mey pəliə̯n	meip3li3n	3	2
Modang woeg helag	palm	pəliə̯n	p3li3n	3	2
Gaai	palm	plal	plal	3	2
Kelai	palm	miplæl	miplEl	3	2
Punan Tuvu'	palm	palan	palan	3	2
Penan Beku	palm	palat	palat	3	2
Vo	palm	palat	palat	3	2
Pawe	palm	lalat	lalat	3	4
Gah	palm	palat	palat	3	2
Laang	palm	lalat	lalat	3	4
Sawa	palm	lalat	lalat	3	4
Tau	palm	lalat	lalat	3	4
Badeng	palm	lalat uʤoʔ	lalatujo7	3	4
Lun-Dayeh	palm	palad tisuʔ	paladtisu7	3	2
Kelabit	palm	palad	palad	3	2
Berawan (jeegan)	palm	palat	palat	3	2
SBisaya	palm	palad	palad	3	2
BrDusun	palm	palad	palad	3	2
LBisaya	palm	palad	palad	3	2
Lotud	palm	palad	palad	3	2
Burusu	palm	palad	palad	3	2
Idaan	palm	pəlad ppiʔ	p3ladppi7	3	2
Seguliud	palm	palad ppiʔ	paladppi7	3	2
Begak	palm	pəlad ppiʔ	p3ladppi7	3	2
Bonggi	palm	faid fiiʔ	faidfii7	3	2
Baram Kayan	palm	kamah	kamah	4	5
Apo Kayan Kayan	palm	kamah	kamah	4	5
Busang	palm	kamah usuʔ	kamahusu7	4	5
Bahau Saq	palm	kamah	kamah	4	5
Sekapan	palm	atay ləŋən	atail3N3n	5	6
Kejaman	palm	daʔap ləŋən	da7apl3N3n	5	7
Punan Lisum	palm	ata laŋən	atalaN3n	5	3
Punan Aput	palm	ata lapa	atalapa	5	3
Ngaju	palm	tatap	tatap	6	8
Ukit	palm	taŋa	taNa	6	9
Buket	palm	taŋa gamɨt	taNagam3t	6	9
Dalat Melanau	palm	dagən ñagəm	dag3nnag3m	7	10
Sebop (old)	palm	dapap agəm	dapapag3m	7	11
Benyadu	palm	parapaʔ barekŋ	parapa7barekN	8	1
Ribun	palm	səlopoʔ toŋan	s3lopo7toNan	9	1
Ngaju	palm	lukap	lukap	10	12
Lahanan	palm	kəlasa tuhuʔ	k3lasatuhu7	11	13
Rungus	palm	palad			2
Kadazan Kimanis	palm	pahad			2
Dumpas	palm	palad			2
Lingkabau	palm	palad			2
Lobu Lanas	palm	palad			2
Tatana	palm	palad			2
Papar	palm	palad			2
Timugon Murut	palm	pampalar			2
Tidung Sumbol	palm	paad			2
Kendayan 2	pangolin	taŋgiliŋ	taNgiliN	1	
Ketapang	pangolin	təŋgileŋ	t3NgileN	1	
Keninjal	pangolin	təŋilin	t3Nilin	1	
Seberuang	pangolin	təŋileyŋ	t3NileiN	1	
Upper Kapuas Iban	pangolin	təŋiliə̯ŋ	t3Nili3N	1	
Mualang	pangolin	təŋileə̯ŋ	t3Nile3N	1	
Benyadu	pangolin	taŋilikŋ	taNilikN	1	
Bekati	pangolin	taŋilik	taNilik	1	
Golik	pangolin	təŋilik	t3Nilik	1	
Jangkang	pangolin	toŋilikŋ	toNilikN	1	
Ribun	pangolin	tiŋilikŋ	tiNilikN	1	
Pangkodan Sanggau	pangolin	təŋiliŋ	t3NiliN	1	
Bakumpai	pangolin	trəŋiliŋ	tr3NiliN	1	
Hliboi Bidayuh	pangolin	uopm	uopm	2	
Sungkung	pangolin	ɨːpm	3pm	2	
Kadorih	pangolin	ahom	ahom	2	
Ngaju	pangolin	ahem	ahem	2	
Maanyan	pangolin	ayem	aiem	2	
Dusun	pangolin	ayem	aiem	2	
Tawoyan	pangolin	ayəm	ai3m	2	
Paser	pangolin	ayom	aiom	2	
Benuaq	pangolin	ayaᵖm	aiam	2	
Tunjung	pangolin	ahaᵖm	aham	2	
Basap (Lebo)	pangolin	arəm	ar3m	2	
Ngorek	pangolin	am	am	2	
Baram Kayan	pangolin	həm	h3m	2	
Busang	pangolin	haːm	ham	2	
Bahau Saq	pangolin	aam	aam	2	
Long Gelat	pangolin	haːm	ham	2	
Modang woeg helag	pangolin	haːm	ham	2	
Gaai	pangolin	ham	ham	2	
Kelai	pangolin	ham	ham	2	
Dalat Melanau	pangolin	aam	aam	2	
Kanowit	pangolin	ayəm	ai3m	2	
Sekapan	pangolin	aam	aam	2	
Kejaman	pangolin	aam	aam	2	
Lahanan	pangolin	aam	aam	2	
Punan Tuvu'	pangolin	am	am	2	
Punan Bah	pangolin	am	am	2	
Punan Lisum	pangolin	ayam	aiam	2	
Ukit	pangolin	ayam	aiam	2	
Buket	pangolin	eam	eam	2	
Hovongan	pangolin	ham	ham	2	
Kereho	pangolin	aham	aham	2	
Seputan	pangolin	aham	aham	2	
Aoheng	pangolin	aham	aham	2	
Penan Mubui	pangolin	aham	aham	2	
Penan Jekitan	pangolin	aam	aam	2	
Penan Beku	pangolin	aam	aam	2	
Vo	pangolin	aam	aam	2	
Pawe	pangolin	aam	aam	2	
Gah	pangolin	aam	aam	2	
Laang	pangolin	aam	aam	2	
Sawa	pangolin	aam	aam	2	
Tau	pangolin	aam	aam	2	
Badeng	pangolin	aam	aam	2	
Lun-Dayeh	pangolin	arəm	ar3m	2	
Kelabit	pangolin	arəm	ar3m	2	
Kiput	pangolin	arəm	ar3m	2	
Berawan (jeegan)	pangolin	akəm	ak3m	2	
Berawan (Terawan)	pangolin	arəm	ar3m	2	
Punan Aput	pangolin	buku	buku	3	
