doculect	concept	ipa	asjp	cogid	Gold
Burusu	pangolin	bəlukun	b3lukun	3	
Mpraa	pangolin	ŋaə̯	Na3	4	
Apo Kayan Kayan	pangolin	sian	sian	5	
Kendayan 2	person	uraŋ	uraN	1	
Ketapang	person	uraŋ	uraN	1	
Keninjal	person	oɣaŋ	oxaN	1	
Seberuang	person	uɣaŋ	uxaN	1	
Upper Kapuas Iban	person	uraŋ	uraN	1	
Mualang	person	uɣaŋ	uxaN	1	
Kadorih	person	uɾuŋ	uruN	1	
Ngaju	person	uluh	uluh	1	2
Kapuas	person	uluh	uluh	1	2
Bakumpai	person	uluh	uluh	1	2
Maanyan	person	ulun	ulun	1	3
Dusun	person	ulun	ulun	1	3
Tawoyan	person	utun	utun	1	3
Paser	person	ulun	ulun	1	3
Benuaq	person	oluᵗn	olun	1	3
Tunjung	person	uluᵗn	ulun	1	3
Basap (Lebo)	person	ulun	ulun	1	3
Ngorek	person	ulun	ulun	1	3
Mpraa	person	lʊu̯ŋ	luuN	1	3
Baram Kayan	person	kəlunan	k3lunan	1	3
Apo Kayan Kayan	person	kəlunan	k3lunan	1	3
Busang	person	kəlunan	k3lunan	1	3
Long Gelat	person	səhuin	s3huin	1	4
Modang woeg helag	person	səhun	s3hun	1	4
Gaai	person	thuə̯n	thu3n	1	4
Gaai	person	luə̯n	lu3n	1	3
Kelai	person	loə̯n	lo3n	1	3
Kelai	person	tsuə̯n	tsu3n	1	4
Sebop (old)	person	kəlunan	k3lunan	1	3
Penan Beku	person	kəlunan	k3lunan	1	3
Vo	person	kəlunan	k3lunan	1	3
Pawe	person	kəlunan	k3lunan	1	3
Gah	person	kəlunan	k3lunan	1	3
Laang	person	kəlunan	k3lunan	1	3
Sawa	person	usa	usa	1	5
Tau	person	kəlunan	k3lunan	1	3
Lun-Dayeh	person	lun	lun	1	3
Miri	person	ʤəmulon	j3mulon	1	3
Narum	person	ʤəmunawn	j3munawn	1	3
Kiput	person	bulun	bulun	1	3
Berawan (jeegan)	person	lamolawŋ	lamolawN	1	3
Berawan (Terawan)	person	ləmulon	l3mulon	1	3
SBisaya	person	ulun	ulun	1	3
Lotud	person	kadayan	kadaian	1	6
Burusu	person	ulun	ulun	1	3
Idaan	person	ulun	ulun	1	3
Seguliud	person	ulun	ulun	1	3
Begak	person	ulun	ulun	1	3
Bulungan	person	ulun	ulun	1	3
Hliboi Bidayuh	person	dayoʔ	daio7	2	6
Hliboi Bidayuh	person	dayəo̯ʔ	dai3o7	2	6
Golik	person	ñaː	na	3	7
Jangkang	person	oña	ona	3	7
Ribun	person	ñoː	no	3	7
Pangkodan Sanggau	person	ñaː	na	3	7
Dalat Melanau	person	liin	liin	4	9
Sekapan	person	leʸnaw	lenaw	4	10
Kejaman	person	linaw	linaw	4	10
Lahanan	person	linaw	linaw	4	10
Punan Bah	person	linuow	linuow	4	10
Punan Lisum	person	linow	linow	4	10
Punan Aput	person	linow	linow	4	10
Ukit	person	lino	lino	4	10
Buket	person	dino	dino	4	10
Hovongan	person	arino	arino	4	10
Kereho	person	dino	dino	4	10
Kereho	person	arino	arino	4	10
Seputan	person	aɾino	arino	4	10
Aoheng	person	arinu	arinu	4	10
Jangkang	person	domaʔa	doma7a	5	11
BrDusun	person	ʤalamaʔ	jalama7	5	12
LBisaya	person	ʤalamaʔ	jalama7	5	12
Bonggi	person	lama	lama	5	12
Benyadu	person	sook	sook	6	13
Bekati	person	kayou̯	kaiou	7	14
Sungkung	person	nɨkŋ	n3kN	8	15
Kanowit	person	tənawan	t3nawan	9	16
Punan Tuvu'	person	aʔ	a7	10	17
Narum	person	ideə̯h	ide3h	11	18
Rungus	person	ulun			3
Kadazan Kimanis	person	uhun			3
Dumpas	person	ulun			3
Lingkabau	person	ləbuu			19
Lobu Lanas	person	ulun			3
Tatana	person	ulun			3
Papar	person	ulun			3
Timugon Murut	person	ulun			3
Tidung Sumbol	person	uun			3
Kendayan 2	pinky	kaliŋkiŋ	kaliNkiN	1	
Keninjal	pinky	ʤagi kəlincin	jagik3linTin	1	
Benyadu	pinky	koekŋ	koekN	1	2
Golik	pinky	ɔŋkikˀŋ	oNkikN	1	
Jangkang	pinky	toŋan tincikŋ	toNantinTikN	1	
Ribun	pinky	ʤahi kəlikikŋ	jahik3likikN	1	
Ngaju	pinky	tunʤuk iŋkiŋ	tunjukiNkiN	1	
Maanyan	pinky	kiŋkiᵏŋ	kiNkiN	1	
Tawoyan	pinky	kərik	k3rik	1	
Benuaq	pinky	kəliŋkiᵏŋ	k3liNkiN	1	
Tunjung	pinky	kəliŋkiᵏŋ	k3liNkiN	1	
Basap (Lebo)	pinky	kinis	kinis	1	3
Busang	pinky	ikiŋ	ikiN	1	
Long Gelat	pinky	həkiə̯ uŋguʔ	h3ki3uNgu7	1	
Modang woeg helag	pinky	səkiə̯ŋ	s3ki3N	1	
Gaai	pinky	tiŋget	tiNget	1	4
Kelai	pinky	kəŋgɪt	k3Ngit	1	4
Dalat Melanau	pinky	tuʤuʔ umit	tuju7umit	1	5
Punan Tuvu'	pinky	ikiŋ	ikiN	1	
Punan Bah	pinky	ikiə̯ŋ	iki3N	1	
Punan Lisum	pinky	kəlisiŋ	k3lisiN	1	
Punan Aput	pinky	kɛpin	kEpin	1	6
Ukit	pinky	kələkiciŋ	k3l3kiTiN	1	
Hovongan	pinky	toliciŋ	toliTiN	1	
Kereho	pinky	koliciŋ	koliTiN	1	
Seputan	pinky	kənipiŋ	k3nipiN	1	7
Vo	pinky	uʄo ikiŋ	uCoikiN	1	
Pawe	pinky	usuʔ ikiŋ	usu7ikiN	1	
Gah	pinky	uʤoʔ ikiŋ	ujo7ikiN	1	
Laang	pinky	uʤoʔ ikiŋ	ujo7ikiN	1	
Sawa	pinky	uʤoʔ ikiŋ	ujo7ikiN	1	
Tau	pinky	buaʔ uʤoʔ ikeŋ	bua7ujo7ikeN	1	
Badeng	pinky	uʤoʔ ikiŋ	ujo7ikiN	1	
Lun-Dayeh	pinky	kəliŋkiŋ	k3liNkiN	1	
Seberuang	pinky	ʤaɣey anak	jaxeianak	2	8
Mualang	pinky	ʤaɣi mɛ̃ⁿt	jaximEnt	2	9
Sungkung	pinky	anak taŋan	anaktaNan	3	11
Mpraa	pinky	kiːə̯	ki3	4	1
Mpraa	pinky	kɪi̯ə̯	kii3	4	1
Baram Kayan	pinky	ʤahaŋaw ikiŋ	jahaNawikiN	5	1
Apo Kayan Kayan	pinky	ʤahaŋaw uk	jahaNawuk	5	12
Sekapan	pinky	ŋiw	Niw	6	13
Kejaman	pinky	ŋiw	Niw	6	13
Lahanan	pinky	ŋeaw	Neaw	6	13
Penan Jekitan	pinky	eŋiw	eNiw	6	13
Sebop (old)	pinky	agəm iŋiw	ag3miNiw	7	13
Penan Mubui	pinky	oʤoʔ eŋiw	ojo7eNiw	7	13
Penan Beku	pinky	oʤuʔ eŋiw	oju7eNiw	7	13
Aoheng	pinky	pənipiŋ	p3nipiN	8	7
Burusu	pinky	pəniŋkis	p3niNkis	8	3
Ketapang	pinky	gərigiʔ búnsu	g3rigi7bunsu	9	14
Upper Kapuas Iban	pinky	anæʔ ʤari	anE7jari	10	8
Bekati	pinky	taɣiñṵː ndeʔ	taxinunde7	11	15
Hliboi Bidayuh	pinky	hləwñəwʔ siɛ̯t	hl3wn3w7siEt	12	16
Pangkodan Sanggau	pinky	ʤaɣiː diʔciʔ	jaxidi7Ti7	13	17
Kanowit	pinky	bəraŋaw iŋik	b3raNawiNik	14	18
Kapuas	pluck	mənduan	m3nduan	1	
Kapuas	pluck	məndinun	m3ndinun	1	3
Kendayan 2	pluck	matɛk	matEk	2	
Keninjal	pluck	mətik	m3tik	2	
Seberuang	pluck	pətiə̯k	p3ti3k	2	
Mualang	pluck	mətɛk	m3tEk	2	
Benyadu	pluck	ŋétés	Netes	2	4
Benyadu	pluck	manso	manso	2	6
Benyadu	pluck	mataːʔ	mata7	2	7
Bekati	pluck	nitik	nitik	2	
Hliboi Bidayuh	pluck	ʤuə̯t	ju3t	2	8
Hliboi Bidayuh	pluck	tuk	tuk	2	
Hliboi Bidayuh	pluck	miːt	mit	2	9
Sungkung	pluck	namɨt	nam3t	2	9
Golik	pluck	mukut	mukut	2	10
Jangkang	pluck	ɣuntik	xuntik	2	
Ribun	pluck	motik	motik	2	
Pangkodan Sanggau	pluck	səmutik	s3mutik	2	
Ngaju	pluck	mutik	mutik	2	
Bakumpai	pluck	məmutik	m3mutik	2	
Maanyan	pluck	ŋutik	Nutik	2	
Dusun	pluck	ŋutik	Nutik	2	
Tawoyan	pluck	uti	uti	2	
Benuaq	pluck	utiː	uti	2	
Tunjung	pluck	mutik	mutik	2	
Basap (Lebo)	pluck	mobot	mobot	2	11
Mpraa	pluck	ŋiteu̯ʔ	Niteu7	2	12
Apo Kayan Kayan	pluck	ŋutip	Nutip	2	25
Busang	pluck	ŋuʤut	Nujut	2	8
Dalat Melanau	pluck	dudut	dudut	2	14
Kanowit	pluck	ñubit	nubit	2	15
Sekapan	pluck	mutəwp	mut3wp	2	16
Kejaman	pluck	məttəm	m3tt3m	2	17
Lahanan	pluck	ŋuʤut	Nujut	2	8
Punan Bah	pluck	movut	movut	2	11
Punan Lisum	pluck	matiʔ	mati7	2	
Punan Aput	pluck	matiʔ	mati7	2	
Ukit	pluck	mutuy	mutui	2	19
Hovongan	pluck	ŋitu	Nitu	2	18
Kereho	pluck	ŋohitu	Nohitu	2	18
Aoheng	pluck	ŋitu	Nitu	2	18
Vo	pluck	muʄut	muCut	2	8
Gah	pluck	muʤut	mujut	2	8
Laang	pluck	muʤut	mujut	2	8
Lun-Dayeh	pluck	mətuʔ	m3tu7	2	
Miri	pluck	muʤut	mujut	2	8
Kiput	pluck	mabut	mabut	2	
Berawan (Terawan)	pluck	mupəh	mup3h	2	13
Burusu	pluck	n͂atuʔ	natu7	2	18
Long Gelat	pluck	ŋueə̯ŋ	Nue3N	3	20
Long Gelat	pluck	nuoə̯n	nuo3n	3	21
Gaai	pluck	paw	paw	4	22
Kelai	pluck	pao̯h	paoh	4	22
Ngorek	pluck	ŋabuloʔ	Nabulo7	5	23
Buket	pluck	ŋalok	Nalok	5	24
Mpraa	pluck	kiteu̯ʔ	kiteu7	6	12
Narum	pluck	gutoʔ	guto7	6	26
Berawan (Terawan)	pluck	kəuʔ	k3u7	6	27
Berawan (Terawan)	pluck	kauʔ	kau7	6	27
Ketapang	pluck	məhaŋi	m3haNi	7	28
Upper Kapuas Iban	pluck	dameʔ	dame7	8	29
Modang woeg helag	pluck	əmpaə̯̈	3mpa3	9	22
Seputan	pluck	aɾa	ara	10	30
Ketapang	porcupine	landak	landak	1	
Keninjal	porcupine	lanak	lanak	1	
Seberuang	porcupine	lanak	lanak	1	
Upper Kapuas Iban	porcupine	lanæʔ	lanE7	1	
Mualang	porcupine	lanák	lanak	1	
Hliboi Bidayuh	porcupine	ddɛk	ddEk	1	
Golik	porcupine	landak	landak	1	
Jangkang	porcupine	lanaʔ	lana7	1	
Pangkodan Sanggau	porcupine	landɑʔ	landa7	1	
Bakumpai	porcupine	landak	landak	1	
Sebop (old)	porcupine	larak	larak	1	
Penan Jekitan	porcupine	larak	larak	1	
Penan Beku	porcupine	laraʔ	lara7	1	
Benyadu	porcupine	biak	biak	2	
Benyadu	porcupine	bidaq	bidaq	2	3
Bekati	porcupine	bidaʔ	bida7	2	3
Ribun	porcupine	bidoʔ	bido7	2	3
Kadorih	porcupine	tahotuŋ	tahotuN	3	6
Ngaju	porcupine	tahatuŋ	tahatuN	3	6
Maanyan	porcupine	tetuŋ	tetuN	3	6
Dusun	porcupine	tetuŋ	tetuN	3	6
Paser	porcupine	tetuŋ	tetuN	3	6
Benuaq	porcupine	tituᵏŋ	tituN	3	6
Tunjung	porcupine	stui	stui	3	7
Basap (Lebo)	porcupine	tərtuŋ	t3rtuN	3	6
Ngorek	porcupine	kətoŋ	k3toN	3	5
Mpraa	porcupine	tawə̯	taw3	3	5
Baram Kayan	porcupine	kətoŋ	k3toN	3	5
Apo Kayan Kayan	porcupine	kətuŋ	k3tuN	3	5
Busang	porcupine	kətuŋ	k3tuN	3	5
Long Gelat	porcupine	toaŋ	toaN	3	6
Gaai	porcupine	tahtɒwŋ	tahtowN	3	6
Kelai	porcupine	təhtɒŋ	t3htoN	3	6
Kanowit	porcupine	tutuŋ	tutuN	3	6
Sekapan	porcupine	təʔtuə	t37tu3	3	6
Kejaman	porcupine	təʔtuə̯ŋ	t37tu3N	3	6
Lahanan	porcupine	tətəwŋ	t3t3wN	3	6
Punan Tuvu'	porcupine	totuŋ	totuN	3	6
Punan Bah	porcupine	tɔʔtuə̯ŋ	to7tu3N	3	6
Punan Lisum	porcupine	totuŋ	totuN	3	6
Punan Aput	porcupine	totuŋ	totuN	3	6
Ukit	porcupine	tutuŋ	tutuN	3	6
Buket	porcupine	tutuŋ	tutuN	3	6
Hovongan	porcupine	tohotuŋ	tohotuN	3	6
Kereho	porcupine	tohotuŋ	tohotuN	3	6
Seputan	porcupine	totuŋ	totuN	3	6
Aoheng	porcupine	totuŋ	totuN	3	6
Vo	porcupine	toŋ	toN	3	6
Pawe	porcupine	kətoŋ	k3toN	3	5
Gah	porcupine	sətoŋ	s3toN	3	7
Laang	porcupine	sətoŋ	s3toN	3	7
Sawa	porcupine	sətoŋ	s3toN	3	7
Lun-Dayeh	porcupine	tərutuŋ	t3rutuN	3	5
Kelabit	porcupine	tərutuŋ	t3rutuN	3	5
Miri	porcupine	atuŋ	atuN	3	5
Narum	porcupine	hatoŋ	hatoN	3	5
Kiput	porcupine	katoə	kato3	3	5
Berawan (jeegan)	porcupine	katawŋ	katawN	3	5
Berawan (jeegan)	porcupine	kattawŋ	kattawN	3	5
Berawan (Terawan)	porcupine	katoŋ	katoN	3	5
Burusu	porcupine	butun	butun	3	8
Kendayan 2	porcupine	tupe duri	tupeduri	4	9
Keninjal	pour	n͂iuŋ	niuN	2	
Seberuang	pour	tuaŋ	tuaN	2	3
Upper Kapuas Iban	pour	nuaŋ	nuaN	2	3
Mualang	pour	nuáŋ	nuaN	2	3
Jangkang	pour	tuakŋ	tuakN	2	3
Pangkodan Sanggau	pour	ñaɣɛn	naxEn	2	4
Ngaju	pour	ñuaŋ	nuaN	2	3
Paser	pour	nuaŋ	nuaN	2	3
Busang	pour	ubaŋ	ubaN	2	5
Punan Lisum	pour	ŋoŋa	NoNa	2	6
Hliboi Bidayuh	pour	hliːə̯tn	hli3tn	3	4
Sungkung	pour	sileə̯tn	sile3tn	3	4
Ribun	pour	ñohia̯tn	nohiatn	3	4
Benyadu	pour	ŋaleleh	Naleleh	4	7
Golik	pour	ŋəlolok	N3lolok	4	8
Modang woeg helag	pour	ənlɒk	3nlok	4	8
Kadorih	pour	nusuh	nusuh	5	9
Bahau Saq	pour	soh	soh	5	9
Long Gelat	pour	soh	soh	5	9
Kiput	pour	nusop	nusop	5	12
Ketapang	pour	mənubah	m3nubah	6	13
Kapuas	pour	məmpətameʔ	m3mp3tame7	6	14
Bakumpai	pour	məlabuh	m3labuh	6	15
Apo Kayan Kayan	pour	məsoh	m3soh	6	9
Kelai	pour	ɛnbuh	Enbuh	6	16
Dalat Melanau	pour	məbəŋ	m3b3N	6	17
Kanowit	pour	məboh	m3boh	6	18
Sekapan	pour	məʔu	m37u	6	19
Kejaman	pour	məʤu	m3ju	6	9
Lahanan	pour	məʤu	m3ju	6	9
Punan Tuvu'	pour	mən͂ɛnduk	m3nEnduk	6	21
Punan Bah	pour	məʤuː	m3ju	6	9
Punan Bah	pour	mowa	mowa	6	22
Seputan	pour	mua	mua	6	22
Penan Jekitan	pour	mu	mu	6	23
Vo	pour	muɓeʔ	mupe7	6	24
Vo	pour	məvoʔ	m3vo7	6	25
Lun-Dayeh	pour	mukit	mukit	6	26
Burusu	pour	mud	mud	6	27
Bekati	pour	ŋuɣḛ́ː	Nuxe	7	28
Benuaq	pour	nota	nota	7	29
Ukit	pour	ŋuti	Nuti	7	30
Buket	pour	ŋuti	Nuti	7	30
Maanyan	pour	nundrak	nundrak	8	31
Dusun	pour	ŋisiʔ	Nisi7	8	32
Tawoyan	pour	ñinsək	nins3k	8	33
Tunjung	pour	nətaːʔ	n3ta7	8	29
Mpraa	pour	ŋoyə̯ʔ	Noi37	8	38
Kanowit	pour	iseʔ	ise7	8	39
Hovongan	pour	nitiʔ	niti7	8	37
Kereho	pour	niteʔ	nite7	8	37
Kendayan 2	pour	lɛlɛhan	lElEhan	9	36
Maanyan	pour	naluy	nalui	10	35
Gaai	pour	teə̯w	te3w	12	9
Punan Aput	pour	pogi	pogi	13	11
Keninjal	pregnant	ŋanuŋ	NanuN	1	
Seberuang	pregnant	ŋanon	Nanon	1	
Upper Kapuas Iban	pregnant	ŋanoə̯ŋ	Nano3N	1	
Mualang	pregnant	naŋõŋ	naNoN	1	
Berawan (jeegan)	pregnant	ŋælayn͂	NElain	1	2
BrDusun	pregnant	ŋantian	Nantian	1	3
LBisaya	pregnant	ŋantian	Nantian	1	3
Lotud	pregnant	monontian	monontian	1	3
Burusu	pregnant	kətian	k3tian	1	3
Benyadu	pregnant	batahi	batahi	2	
Bekati	pregnant	batahḭː	batahi	2	
Hliboi Bidayuh	pregnant	ntiːa̯ʔ	ntia7	2	
Sungkung	pregnant	baʔ tiːaʔ	ba7tia7	2	
Golik	pregnant	bətia̰ʔ	b3tia7	2	
Ribun	pregnant	bitiː	biti	2	
Pangkodan Sanggau	pregnant	bittíː	bitti	2	
Kadorih	pregnant	batohiʔ	batohi7	2	
Ngaju	pregnant	batahiʔ	batahi7	2	
Kapuas	pregnant	bətihiʔ	b3tihi7	2	
Bakumpai	pregnant	bətihiʔ	b3tihi7	2	
Tunjung	pregnant	teheʔ	tehe7	2	
Dalat Melanau	pregnant	pətaiʔ	p3tai7	2	
Kanowit	pregnant	bəteheʔ	b3tehe7	2	
Sekapan	pregnant	tɪiʔ	tii7	2	
Kejaman	pregnant	taiʔ	tai7	2	
Lahanan	pregnant	pətaiʔ	p3tai7	2	
Punan Tuvu'	pregnant	bəteyʔ	b3tei7	2	
Punan Bah	pregnant	bateyʔ	batei7	2	
Punan Lisum	pregnant	buteʔ	bute7	2	
Punan Aput	pregnant	bətaiʔ	b3tai7	2	
Ukit	pregnant	buteʔ	bute7	2	
Buket	pregnant	buteʔ	bute7	2	
Hovongan	pregnant	botehe	botehe	2	
Kereho	pregnant	botohiʔ	botohi7	2	
Seputan	pregnant	botovi	botovi	2	
Aoheng	pregnant	bətohi	b3tohi	2	
Penan Jekitan	pregnant	baat	baat	2	
Penan Beku	pregnant	baat	baat	2	
Lun-Dayeh	pregnant	batək	bat3k	2	4
Kelabit	pregnant	batək	bat3k	2	4
Kiput	pregnant	tərəyʔ	t3r3i7	2	
Berawan (Terawan)	pregnant	təreʔ	t3re7	2	
Idaan	pregnant	təgkiʔ	t3gki7	2	
Seguliud	pregnant	togkiʔ	togki7	2	
Begak	pregnant	təgkiʔ	t3gki7	2	
Bonggi	pregnant	ntogiʔ	ntogi7	2	
Bulungan	pregnant	bətəri	b3t3ri	2	
Kendayan 2	pregnant	babuntiŋ	babuntiN	3	5
Maanyan	pregnant	mihaw wuntuŋ	mihawwuntuN	3	5
Dusun	pregnant	savutuᵍŋ	savutuN	3	5
Tawoyan	pregnant	untuᵍŋ	untuN	3	5
Paser	pregnant	untuŋ	untuN	3	5
Benuaq	pregnant	untuᵏŋ	untuN	3	5
Ketapang	pregnant	bunteŋan	bunteNan	4	5
Basap (Lebo)	pregnant	bunaŋan	bunaNan	4	5
Ngorek	pregnant	nəmali	n3mali	5	6
Mpraa	pregnant	malay	malai	5	6
Baram Kayan	pregnant	maliʔ	mali7	5	6
Apo Kayan Kayan	pregnant	maliːʔ	mali7	5	6
Busang	pregnant	maliʔ	mali7	5	6
Bahau Saq	pregnant	maliːʔ	mali7	5	6
Pawe	pregnant	ñəmaleʔ	3male7	5	6
Gah	pregnant	ləmaleʔ	l3male7	5	6
Sawa	pregnant	ləmaleʔ	l3male7	5	6
Tau	pregnant	ləmaleʔ	l3male7	5	6
Badeng	pregnant	nəmaleʔ	n3male7	5	6
Long Gelat	pregnant	mahameyñ	mahamein	6	8
Long Gelat	pregnant	mahameyn	mahamein	6	8
Modang woeg helag	pregnant	mah mɪn	mahmin	6	8
Gaai	pregnant	mahmeə̯n	mahme3n	6	8
Kelai	pregnant	məhmin	m3hmin	6	8
Vo	pregnant	mamoŋ	mamoN	6	9
Laang	pregnant	mamin	mamin	6	9
Jangkang	pregnant	mabot	mabot	7	10
SBisaya	pregnant	marumbut	marumbut	7	11
Rungus	pregnant	mogontizan			3
Kadazan Kimanis	pregnant	mogontijan			3
Dumpas	pregnant	mamantian			3
Lingkabau	pregnant	məngəntian			3
Lobu Lanas	pregnant	monontian			3
Tatana	pregnant	mogontian			3
Papar	pregnant	katiʔan			3
Timugon Murut	pregnant	makatinaiʔ			3
Tidung Sumbol	pregnant	katian			3
Kendayan 2	pull	nuʤut	nujut	1	2
Ketapang	pull	mənarɛk	m3narEk	1	
Keninjal	pull	mənarik	m3narik	1	
Seberuang	pull	taɣiə̯k	taxi3k	1	
Upper Kapuas Iban	pull	nariə̯ʔ	nari37	1	
Mualang	pull	mənaɣɛə̯k	m3naxE3k	1	
Benyadu	pull	narik	narik	1	
Hliboi Bidayuh	pull	matak	matak	1	3
Golik	pull	noʀik	norik	1	
Jangkang	pull	taɣɛʔ	taxE7	1	
Ribun	pull	nohɛʔ	nohE7	1	
Pangkodan Sanggau	pull	noɣɛʔ	noxE7	1	
Kadorih	pull	ŋuhut	Nuhut	1	4
Ngaju	pull	ʤiʤit	jijit	1	5
Kapuas	pull	məŋguaŋ	m3NguaN	1	6
Bakumpai	pull	mənarik	m3narik	1	
Maanyan	pull	narik	narik	1	
Dusun	pull	narik	narik	1	
Tawoyan	pull	bəkətarik	b3k3tarik	1	
Paser	pull	tarek	tarek	1	
Ngorek	pull	mənʤat	m3njat	1	7
Mpraa	pull	tayə	tai3	1	14
Baram Kayan	pull	məʤat	m3jat	1	7
Apo Kayan Kayan	pull	məʤaːt	m3jat	1	7
Bahau Saq	pull	meːl	mel	1	8
Long Gelat	pull	mənhayñ	m3nhain	1	8
Long Gelat	pull	tənhayñ	t3nhain	1	8
Long Gelat	pull	hayñ	hain	1	8
Modang woeg helag	pull	məhen	m3hen	1	8
Dalat Melanau	pull	məɣut	m3xut	1	4
Kanowit	pull	ʤahat	jahat	1	7
Sekapan	pull	məʤʤat	m3jjat	1	7
Kejaman	pull	məʤat	m3jat	1	7
Lahanan	pull	məʤat	m3jat	1	7
Punan Tuvu'	pull	məʤat	m3jat	1	7
Punan Bah	pull	ʤəmesʸat	j3mesat	1	7
Punan Bah	pull	ʤesʸat	jesat	1	7
Punan Lisum	pull	ŋiʤat	Nijat	1	7
Punan Aput	pull	ŋəsarut	N3sarut	1	10
Ukit	pull	maruk	maruk	1	10
Buket	pull	mamet	mamet	1	11
Buket	pull	marok	marok	1	10
Penan Mubui	pull	mənat	m3nat	1	12
Penan Jekitan	pull	mənat	m3nat	1	12
Penan Beku	pull	mənat	m3nat	1	12
Vo	pull	mənat	m3nat	1	12
Pawe	pull	mənat	m3nat	1	12
Gah	pull	nənat	n3nat	1	12
Laang	pull	mənat	m3nat	1	12
Sawa	pull	mənat	m3nat	1	12
Tau	pull	mənat	m3nat	1	12
Badeng	pull	mənat	m3nat	1	12
Lun-Dayeh	pull	menət	men3t	1	13
Kelabit	pull	inat	inat	1	13
Miri	pull	atat	atat	1	15
Narum	pull	patat	patat	1	15
Kiput	pull	misit	misit	1	16
Berawan (jeegan)	pull	tana͂t	tanat	1	12
Berawan (Terawan)	pull	tanaʔ	tana7	1	12
SBisaya	pull	torikoʔ	toriko7	1	17
LBisaya	pull	minit	minit	1	18
LBisaya	pull	mintal	mintal	1	19
Lotud	pull	mamagayat	mamagaiat	1	20
Burusu	pull	munit	munit	1	21
Bonggi	pull	ŋiriak	Niriak	1	22
Bulungan	pull	ñikut	nikut	1	23
Bulungan	pull	naxiʔ	naxi7	1	
Benuaq	pull	nepok	nepok	2	24
Tunjung	pull	nepok	nepok	2	24
Busang	pull	katiŋ	katiN	4	14
BrDusun	pull	kodoŋon	kodoNon	4	27
Sungkung	pull	nətɪɨ̯kŋ	n3ti3kN	5	14
Basap (Lebo)	pull	e ŋətiŋ	eN3tiN	5	14
Busang	pull	ŋatiŋ	NatiN	5	14
Kelai	pull	ñɒŋ	noN	5	28
BrDusun	pull	ŋodoŋ	NodoN	5	29
Gaai	pull	gat	gat	6	30
Kelai	pull	gat	gat	6	30
Hovongan	pull	nulu	nulu	7	31
Kereho	pull	nulu	nulu	7	31
Kereho	pull	tulu	tulu	7	31
Seputan	pull	noʉ	no3	7	31
Idaan	pull	bəkanut	b3kanut	8	32
Seguliud	pull	bakanut	bakanut	8	32
Begak	pull	bəkanut	b3kanut	8	32
Bekati	pull	suké	suke	10	34
Kelai	pull	hyʸə̯l	hi3l	11	8
Aoheng	pull	cu	Tu	12	9
Rungus	pull	momundat			35
Kadazan Kimanis	pull	gazaton			36
Dumpas	pull	mongodong			26
Lingkabau	pull	məmudik			37
Lobu Lanas	pull	məngəgayat			36
Tatana	pull	mongodong			26
Papar	pull	mamirik			38
Timugon Murut	pull	bunduk			39
Tidung Sumbol	pull	biniton			40
Kendayan 2	pus	nanah	nanah	1	
Keninjal	pus	nanah	nanah	1	
Seberuang	pus	nanah	nanah	1	
Upper Kapuas Iban	pus	nanæh	nanEh	1	
Mualang	pus	bananáh	bananah	1	
Benyadu	pus	nanah	nanah	1	
Bekati	pus	bananah	bananah	1	
Hliboi Bidayuh	pus	ninaʔ	nina7	1	
Sungkung	pus	nanaʔ	nana7	1	
Golik	pus	nanaʔ	nana7	1	
Jangkang	pus	bonona	bonona	1	
Ribun	pus	nonoː	nono	1	
Pangkodan Sanggau	pus	nonaː	nona	1	
Kadorih	pus	nanaʔ	nana7	1	
Ngaju	pus	nanaʔ	nana7	1	
Kapuas	pus	nanaʔ	nana7	1	
Bakumpai	pus	nanaʔ	nana7	1	
Maanyan	pus	nanaʔ	nana7	1	
Dusun	pus	nanaʔ	nana7	1	
Tawoyan	pus	nana	nana	1	
Benuaq	pus	nana	nana	1	
Tunjung	pus	nana	nana	1	
Basap (Lebo)	pus	danor	danor	1	2
Mpraa	pus	ŋlanaː	Nlana	1	
Baram Kayan	pus	lana	lana	1	
Apo Kayan Kayan	pus	lanaːʔ	lana7	1	
Busang	pus	lanaʔ	lana7	1	
Bahau Saq	pus	lanan	lanan	1	
Long Gelat	pus	ləneʔ	l3ne7	1	
Gaai	pus	alnaeʔ	alnae7	1	
Kelai	pus	l̩næːʔ	lnE7	1	
Dalat Melanau	pus	nanaʔ	nana7	1	
Kanowit	pus	nanaʔ	nana7	1	
Sekapan	pus	nanaʔ	nana7	1	
Kejaman	pus	danaʔ	dana7	1	
Lahanan	pus	lanaʔ	lana7	1	
Punan Tuvu'	pus	lana	lana	1	
Punan Bah	pus	nenaʔ	nena7	1	
Ukit	pus	ranaʔ	rana7	1	
Buket	pus	ŋɨranaʔ	N3rana7	1	
Hovongan	pus	ŋoranaʔ	Norana7	1	
Kereho	pus	ránaʔ	rana7	1	
Seputan	pus	ŋoranah	Noranah	1	
Aoheng	pus	ŋərana	N3rana	1	
Penan Beku	pus	ŋənanaʔ	N3nana7	1	
Vo	pus	lanaʔ	lana7	1	
Gah	pus	lanaʔ	lana7	1	
Lun-Dayeh	pus	lanaʔ	lana7	1	
Kelabit	pus	nanaʔ	nana7	1	
Miri	pus	nanaʔ	nana7	1	
Narum	pus	nanaʔ	nana7	1	
Kiput	pus	lanaaʔ	lanaa7	1	
